id,jlpt_level,word,reading,meaning,jmdict_pos,jmdict_glosses,image_status,image_score,image_type,visual_domain,image_query_en,image_query_ja,distractor_pool,classification_reason,source
n2_04449,N2,擦る,こする,"to rub,to chafe,to file,to frost (glass),to strike (match)",Godan verb with 'ru' ending | transitive verb,"to rub | to scrub | to scrape | to repeatedly reuse (a joke, a topic of conversation, etc.) | to milk",scene_image,72,person_action_scene,action_state,person rubbing,擦る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04450,N2,改めて,あらためて,"another time,again,over again,anew,formally",adverb (fukushi),another time | again | over again | once again | anew,review,48,action_needs_review,person_family,person anotherring time,改めて,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n2_04451,N2,改める,あらためる,"to change,to alter,to reform,to revise",Ichidan verb | transitive verb,to change | to alter | to revise | to replace | to reform,scene_image,72,person_action_scene,action_state,person changing,改める,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04452,N2,改札,かいさつ,examination of tickets,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,examination of tickets | ticket gate | ticket barrier,review,48,action_needs_review,person_family,person examinationing of tickets,改札,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n2_04453,N2,改正,かいせい,"revision,amendment,alteration",noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb | nouns which may take the genitive case particle 'no',revision | amendment | alteration,skip,10,not_recommended,skip,revision,改正,,function word or bound form,Tanos JLPT vocabulary
n2_04454,N2,改造,かいぞう,"(1) remodeling,(2) modding (comp)",noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,remodeling | remodelling | reconstruction | conversion | alteration,review,48,action_needs_review,person_family,person remodelinging,改造,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n2_04455,N2,攻める,せめる,"to attack,to assault",Ichidan verb | transitive verb,to attack | to assault | to assail,scene_image,72,person_action_scene,action_state,person attacking,攻める,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04456,N2,放る,ほうる,to let go,Godan verb with 'ru' ending | transitive verb,to throw | to fling | to hurl | to toss | to neglect,scene_image,72,person_action_scene,action_state,person letting go,放る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04457,N2,放れる,はなれる,"to leave,to get free,to cut oneself off",Ichidan verb | intransitive verb,to get free (from) | to be freed | to be released,scene_image,72,person_action_scene,action_state,person leaving,放れる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04458,N2,政党,せいとう,(member of) political party,noun (common) (futsuumeishi),political party,review,55,noun_needs_review,general,political party,政党,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_04459,N2,教わる,おそわる,to be taught,Godan verb with 'ru' ending | transitive verb,to be taught | to learn | to take lessons in,scene_image,72,person_action_scene,action_state,person being taught,教わる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04460,N2,教養,きょうよう,"culture,education,refinement,cultivation",noun (common) (futsuumeishi),(understanding or appreciation of) culture | (one's) education | cultivation | sophistication | refinement,skip,25,abstract_noun,skip,culture,教養,,abstract noun,Tanos JLPT vocabulary
n2_04461,N2,散らかす,ちらかす,"to scatter around,to leave untidy",Godan verb with 'su' ending | transitive verb,to scatter around | to leave untidy | to make a mess,scene_image,72,person_action_scene,action_state,person scatterring around,散らかす,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04462,N2,散らかる,ちらかる,"to be in disorder,to lie scattered around",Godan verb with 'ru' ending | intransitive verb,to be in disorder | to lie scattered around,scene_image,72,person_action_scene,action_state,person being in disorder,散らかる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04463,N2,散らす,ちらす,"to scatter,to disperse,to distribute",Godan verb with 'su' ending | transitive verb,to scatter | to cause a shower of | to disperse | to distribute | to spread,scene_image,72,person_action_scene,action_state,person scatterring,散らす,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04464,N2,散る,ちる,"to fall,to scatter (e.g. blossoms)",Godan verb with 'ru' ending | intransitive verb,"to fall (e.g. blossoms, leaves) | to scatter | to be dispersed | to disappear | to dissolve",scene_image,72,person_action_scene,action_state,person falling,散る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04465,N2,敬う,うやまう,"to show respect,to honour",Godan verb with 'u' ending | transitive verb,to show respect for | to revere | to honour | to honor | to worship,scene_image,72,person_action_scene,action_state,person showwing respect,敬う,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04466,N2,敬語,けいご,"honorific,term of respect",noun (common) (futsuumeishi),honorific | term of respect | polite expression | honorific language,review,55,noun_needs_review,general,honorific,敬語,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_04467,N2,整う,ととのう,"to be prepared,to be in order,to be put in order,to be arranged",Godan verb with 'u' ending | intransitive verb,to be ready | to be prepared | to be arranged | to be in order | to be put in order,scene_image,72,person_action_scene,action_state,person being prepared,整う,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04468,N2,整備,せいび,"adjustment,completion,consolidation",noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,maintenance | servicing | putting in place | development | improvement,review,48,action_needs_review,person_family,person adjustmenting,整備,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n2_04469,N2,整数,せいすう,integer,noun (common) (futsuumeishi),integer,review,55,noun_needs_review,general,integer,整数,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_04470,N2,敷く,しく,"to spread out,to lay out",Godan verb with 'ku' ending | transitive verb,to spread out (e.g. a futon) | to lay out | to lay down (e.g. a cushion) | to impose widely (e.g. martial law) | to promulgate,scene_image,72,person_action_scene,action_state,person spreading out,敷く,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04471,N2,敷地,しきち,site,noun (common) (futsuumeishi),site | plot | lot | grounds,review,55,noun_needs_review,general,site,敷地,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_04472,N2,文体,ぶんたい,literary style,noun (common) (futsuumeishi),"literary style | form of (written) language (e.g. classical, modern)",review,55,noun_needs_review,general,literary style,文体,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_04473,N2,文房具,ぶんぼうぐ,stationery,noun (common) (futsuumeishi),stationery,review,55,noun_needs_review,general,stationery,文房具,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_04474,N2,文献,ぶんけん,"literature,books (reference)",noun (common) (futsuumeishi),literature | books (reference) | document,review,55,noun_needs_review,general,literature,文献,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_04475,N2,文脈,ぶんみゃく,context,noun (common) (futsuumeishi),"context (of a passage) | line of thought | context (of a matter, event, etc.) | circumstances | background",review,55,noun_needs_review,general,context,文脈,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_04476,N2,文芸,ぶんげい,"literature,art and literature,belles-lettres",noun (common) (futsuumeishi),literature | the arts | art and literature | liberal arts,review,55,noun_needs_review,general,literature,文芸,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_04477,N2,斜,はす,slanting | tilted | sloping,nouns which may take the genitive case particle 'no' | adjectival nouns or quasi-adjectives (keiyodoshi) | noun (common) (futsuumeishi),slanting | tilted | sloping | diagonal | oblique,skip,10,not_recommended,skip,slanting,斜,,function word or bound form,Tanos JLPT vocabulary
n2_04478,N2,斜め,ななめ,obliqueness,nouns which may take the genitive case particle 'no' | adjectival nouns or quasi-adjectives (keiyodoshi) | noun (common) (futsuumeishi),slanting | tilted | sloping | diagonal | oblique,skip,10,not_recommended,skip,obliqueness,斜め,,function word or bound form,Tanos JLPT vocabulary
n2_04479,N2,斬る,きる,"(v5r) to behead,to murder",Godan verb with 'ru' ending | transitive verb,"to kill (a human) using a blade (sword, machete, knife, etc.) | to slice (off) | to lop (off) | to cut (off)",scene_image,72,person_action_scene,action_state,person beheading,斬る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n2_04480,N2,断定,だんてい,"conclusion,decision",noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,conclusion | decision | judgement | declaration | affirmative,review,48,action_needs_review,person_family,person conclusioning,断定,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n2_04481,N2,断水,だんすい,water outage,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb | intransitive verb,suspension of water supply | water outage,direct_image,84,single_object_or_place,food_drink,water outage,断水,food_drink,concrete noun domain: food_drink,Tanos JLPT vocabulary
n2_04482,N2,新幹線,しんかんせん,"bullet train (very high speed),shinkansen",noun (common) (futsuumeishi),Shinkansen | bullet train,direct_image,84,single_object_or_place,transport,bullet train,新幹線,transport,concrete noun domain: transport,Tanos JLPT vocabulary
n2_04483,N2,方程式,ほうていしき,equation,noun (common) (futsuumeishi),equation | formula | method for solving a problem | set way of achieving a particular result,review,55,noun_needs_review,general,equation,方程式,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_04484,N2,方角,ほうがく,"direction,way,compass point",noun (common) (futsuumeishi),direction | way | point of the compass | cardinal direction | bearing,review,55,noun_needs_review,general,direction,方角,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_04485,N2,方言,ほうげん,dialect,noun (common) (futsuumeishi),dialect | provincialism,review,55,noun_needs_review,general,dialect,方言,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_04486,N2,方針,ほうしん,"objective,plan,policy",noun (common) (futsuumeishi),policy | course | plan (of action) | principle | magnetic needle,review,55,noun_needs_review,general,objective,方針,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n2_04487,N2,方面,ほうめん,"direction,district,field (e.g., of study)","noun (common) (futsuumeishi) | noun, used as a suffix",direction | district | area | field (e.g. of study) | sphere,skip,10,not_recommended,skip,direction,方面,,function word or bound form,Tanos JLPT vocabulary
